product_id,product_title,rating,total_reviews,price,top_reviews
itm95409896bad8b,URBN 20000 mAh 22.5 W Nano Pocket Size Power Bank,3.0,"21,090","₹1,254","Overall Quality Power Backup Design & Features Value for Money || 5.0 • Perfect product! Review for: Capacity 20000 mAh • Color Black Brilliant product The input charging time is also really good And the output is also superb. My Oneplus Nord charged in less than 2 hours fully and also was able to charge it for more than 3 times.  O... more A.T . , Mumbai Helpful for 167 50 Verified Purchase · Jan, 2024 || 5.0 • Perfect product! Review for: Capacity 20000 mAh • Color Black It's a pocket size powerbank but has 20000 mah juice in it.The output is 22.5 watt and it supports various types of fast charging and it supports a wide range of mobiles.Highly recommended. Suman Pal , Paschim Medinipur District Helpful for 23 4 Verified Purchase · Feb, 2024 || 5.0 • Great product Review for: Capacity 20000 mAh • Color Black A perfect travel partner. I love the design and the quality. The C type charging port is good innovation for new smartphone users. Kushal Goyal , Bikaner Division Helpful for 80 26 Verified Purchase · Jan, 2024 || 5.0 • Awesome Review for: Capacity 10000 mAh • Color Camo I really liked this power bank it's very compact and small in size and the plus point is that it charges my phone quickly even its small must buy and try this one Arun Kalra , New Delhi Helpful for 22 4 Verified Purchase · Jan, 2024"
itmfd2c79ad2cbd4,MIOX 20000 mAh 22.5 W Compact Power Bank,3.0,,₹998,Minutes Everything in Minutes || Grocery At wholesale prices || Travel All your travel needs || 1 ★ 0 2 ★ 0 3 ★ 0 4 ★ 0 5 ★ 0 || GROUP COMPANIES Myntra Cleartrip Shopsy
itm812d8194c424f,boAt 20000 mAh 22.5 W Compact Pocket Size Power Bank,3.0,"2,48,692","₹1,599","Overall Quality Power Backup Design & Features Value for Money || 4.0 • Good choice Review for: Capacity 20000 mAh • Color Carbon Black Its been a week and its working well for now,  I'll Will write update after a month or two. Update- Still working pretty fine, no problem so far Update 2 - It's been 11 months now, and it still work... more Flipkart Customer , Valsad Helpful for 2K 682 Verified Purchase · Mar, 2024 || 4.0 • Worth the money Review for: Capacity 20000 mAh • Color Steel Blue Great have a back-up fo charging devices when you live in rural area power Bank is good and very heavy you can also use smashing someone's head NILESH  AMANKAR , Akola District Helpful for 486 135 Verified Purchase · Apr, 2024 || 4.0 • Delightful Review for: Capacity 20000 mAh • Color Burgundy Good Kota Chandana Royal , Ysr District Helpful for 421 172 Verified Purchase · Apr, 2024 || 4.0 • Wonderful Review for: Capacity 20000 mAh • Color Steel Blue Nice product I changed my 5000mah battery 3times full and one time'half approx 62% Sunny Kumar , Bhagalpur Helpful for 544 248 Verified Purchase · Aug, 2023"
itm8d08d142307af,GOBOULT Ampvault V20 Pro 20000 mAh 45 W Compact Power B...,,,"₹1,999",Minutes Everything in Minutes || Grocery At wholesale prices || Travel All your travel needs || 1 ★ 0 2 ★ 0 3 ★ 0 4 ★ 0 5 ★ 0 || GROUP COMPANIES Myntra Cleartrip Shopsy
itm96a75d7661cbc,GOBOULT Ampvault V20 20000 mAh 22.5 W Compact Pocket Si...,4.0,"39,205","₹1,299","Overall Quality Power Backup Design & Features Value for Money || 4.0 • Good quality product Review for: Capacity 20000 mAh • Color Teal I recently purchased the Boult 20000mAh power bank, and while it has some positives, there are a few areas that could be improved. The build quality is solid and compact, making it easy to carry aroun... more Samson  Mendes , Mumbai Helpful for 206 57 Verified Purchase · Oct, 2024 || 4.0 • Really Nice Review for: Capacity 20000 mAh • Color Pure Black my 1st day of usage :-5000mah battery mobile fully charged with 38% power bank discharge approximately you can charge 3 Times..may be this 15000 mah battery capacity...need to check more..once I check... more P S  RAKSHIT , Tirupati Helpful for 777 265 Verified Purchase · Oct, 2024 || 4.0 • Very Good Review for: Capacity 20000 mAh • Color Teal As per My Suggestions  Quality was 4.7/5 Value for money 4.8/5 Power Backup 4.3/5 Charging 4.3/5 Jigar Kanojiya , Ahmedabad Helpful for 50 11 Verified Purchase · Nov, 2024 || 4.0 • Nice product Review for: Capacity 20000 mAh • Color Red By far the best pocket powerbank. The digital display is so practical. Love it. This review will be edited after 1 month of usage. Chinese Name , Aizawl Helpful for 128 38 Verified Purchase · Nov, 2024"
itm18b9a85670520,Portronics 20000 mAh 22.5 W Compact Power Bank,5.0,"2,045","₹1,299","Overall Quality Power Backup Design & Features Value for Money || 5.0 • Great product Review for: Capacity 20000 mAh • Color Black Got it for Rs. 1200. At this price point it is a steal deal as no other power bank is available for so cheap. Battery backup is good. Charging nearly takes 6hours for a full charge. Supports fast char... more Anirudh Singh , New Delhi Helpful for 43 18 Verified Purchase · Jun, 2024 || 4.0 • Pretty good Review for: Capacity 20000 mAh • Color Black My phone is 5000 mah battary , 3 time fullcharged for this powerbank, 15000 mah output. Misti Manna , Bahirgram Helpful for 17 6 Verified Purchase · Dec, 2024 || 5.0 • Just wow! Review for: Capacity 20000 mAh • Color Black Good product Flipkart Customer , Darwha Helpful for 13 3 Verified Purchase · Jun, 2024 || 5.0 • Fabulous! Review for: Capacity 20000 mAh • Color Black Very good protect....my phone battery 5000 ampire....3 times fully I can put charging using this power bank...awesome bro...just go on Flipkart Customer , Karaikkudi Helpful for 5 Verified Purchase · Jul, 2025"
itm1699310d5587a,boAt 20000 mAh 35 W Compact Pocket Size Power Bank,3.0,"17,185","₹1,799","Overall Quality Power Backup Design & Features Value for Money || 4.0 • Good choice Review for: Capacity 20000 mAh • Color Navy Blue It's a good product but when I charge mobile by this after a while it stops automatically I have click the switch to start it Arkaprabha Marjit , Berhampore Helpful for 183 77 Verified Purchase · May, 2025 || 4.0 • Value-for-money Review for: Capacity 20000 mAh • Color Stone Grey Product is good but backup is not as 20000 it feels like 15000 which gives estimated 12000mah total charge output Gurpreet Singh , Ludhiana Helpful for 18 4 Verified Purchase · 8 months ago || 5.0 • Awesome Review for: Capacity 20000 mAh • Color Stone Grey I like this power bank it looks nice. It charges my phone very fast. And it is good for travel purposes. I charged my phone three times with this power bank still some battery left. Vicky Baylan , Jaipur Helpful for 33 8 Verified Purchase · Jul, 2025 || 4.0 • Very Good Review for: Capacity 20000 mAh • Color Stone Grey Nice product Flipkart Customer , Nadia District Helpful for 6 Verified Purchase · 3 months ago"
itm3bb8deb146c5f,Ambrane 20000 mAh 35 W Wired & Wireless With MagSafe Co...,3.0,152,"₹2,799","Overall Quality Power Backup Design & Features Value for Money || 5.0 • Terrific purchase Review for: Capacity 20000 mAh • Color Titanium Very good power backup good fast charging overall good power bank Flipkart Customer , Krishnagiri Helpful for 2 Verified Purchase · 1 month ago || 4.0 • Good quality product Review for: Capacity 20000 mAh • Color Titanium Ok ok Gourab Das , Haroa Helpful for 1 Verified Purchase · 2 months ago || 5.0 • Mind-blowing purchase Review for: Capacity 20000 mAh • Color Titanium It charge wireless upto 25w to s26 ultra, with cable 35w and the inbuilt cable quality is great, value for money product. It's  design is bulky which is one of the problem hope they will built slim de... more Saumya  Kapoor , Morena Helpful for 2 1 Verified Purchase · 2 months ago || 2.0 • Slightly disappointed Review for: Capacity 20000 mAh • Color Titanium Just one month after the inbuilt data cable just came out i don't know when it will stop working. Dr Mohd  Danish , Meerut Helpful for 3 Verified Purchase · 1 month ago"
itm3866b237da749,MarQ by Flipkart 20000 mAh 22.5 W Compact Pocket Size P...,3.0,"5,462","₹1,099","Filters CATEGORIES Baby Care Baby Bath, Hair & Skin Care Baby Massage Oils Price . . . . . . . Min ₹200 ₹500 ₹1000 ₹2000 ₹4000 to ₹200 ₹500 ₹1000 ₹2000 ₹4000 ₹4000+ ? Brand Customer Ratings 4★ & above 3★ & above 2★ & above 1★ & above Offers Special Price Buy More, Save More Discount Organic Form GST Invoice Available Fragrance New Arrivals Availability || Home Baby Care Baby Bath, Hair & Skin Care Baby Massage Oils Your baby’s skin is delicate and prone to dryness. Use baby oils to nourish and soothe your little one’s skin in a gentle and nurturing way. Massaging your little ones not only helps soothe him/her but also helps in strengthening your and your kid’s bond. Baby massage oils can be bought by logging on to an e-commerce portal of your choice. Various brands, such as Himalaya , Dabur , Mamaearth, Soulflower, Dove, Indus Valley, Johnson's, and many more, offer a wide range of massage oils for kids. You can use this oil to gently massage your little munchkin using firm yet gentle strokes before giving him/her a bath. You can check out some of the popular baby oils, such as Johnson's Baby Oil with Vitamin E, Cetaphil Baby Massage Oil, Lotus Herbals Eternal Love Baby Massage Oil, Himalaya Baby Massage Oil, Mamaearth Nourishing Hair Oil for Babies, and much more. You can also buy baby shampoos, baby moisturizers, baby powders, baby powder puffs, baby hair oils, and more from an online portal. So, without any further ado, buy the best baby massage oils and other baby care products online at attractive prices from the comfort of your home. Showing 1 – 40 of 128 results for "" power 20000 mah "" Show results for power bank 20000mah instead Sort By Relevance Popularity Price -- Low to High Price -- High to Low Newest First || Dr Chopra Herbal Japanee Double Power Oil, 30 ml Pack o... 30 ml 4.2 (5) ₹157 ₹599 73% off Only few left Dr Chopra Pack-1-sandda double power oil for men 15 ml 4.2 (5) ₹141 ₹399 64% off Only few left Vedhahi Herbal SAN-DDA Double Power Oil for Men 15 ml 3.8 (13) ₹63 ₹340 81% off Only few left Hegza Shilajit Oil for Men | Male Power Oil for Strengt... 100 ml 4.3 (3) ₹122 ₹999 87% off || Dr.TrueSkin Muztang Power Booster Oil Body Massage Oil ... 30 ml 4.9 (24) ₹224 ₹999 77% off Only few left freshoak Massage oil | For Men Power | 100% Effective 30 ml 4.4 (13) ₹60 ₹399 84% off Top Discount of the Sale freshoak Massage oil | With Powerfull Formula For Men P... 30 ml 4.2 (13) ₹60 ₹399 84% off Top Discount of the Sale PUREZA NATURALS Big Bull massgae oil For Men Power – En... 30 ml 3 (8) ₹118 ₹499 76% off Only few left || ACTIWOW Lift Up Oil Ayurvedic Power & Strength Oil A03 50 ml ₹326 ₹799 59% off Only few left Dr Chopra Golden-2-Sandda dual power oil 30.ml 30 ml ₹150 ₹799 81% off Only few left Dr Chopra Golden sandda dual power oil pack of 1 15 ml ₹164 ₹999 83% off Only few left Dr Chopra Pack-2-sandda red double power oil for men 2 ml ₹180 ₹699 74% off Only few left"
itmd53fa38cb8bf1,"GOBOULT Tuff Rivet 1.9'' HD Display, Working Crown , Qu...",1.9,,"₹1,499","User reviews sorted by || 5.0 • Wonderful Review for: Display Size 48.26 mm • Strap Color Forest Green Nice Brahma nanda Barik , Hyderabad Helpful for 68 15 Verified Purchase · 7 months ago || 5.0 • Awesome Review for: Display Size 48.26 mm • Strap Color Rock Beige Just a great performing product.calling feature works seamlessly. Good straps and sporty look. Works well for a fitness also. apoorva Bhatt , New Delhi Helpful for 11 2 Verified Purchase · 7 months ago || 5.0 • Best in the market! Review for: Display Size 48.26 mm • Strap Color Jet Black Very classy look this watch has amazing stylish design also it has amazing stylish features like bluetooth calling and health measurement and it has no. Of sports mode which is very usefull overall be... more Ravindra Yadav , Mumbai Helpful for 10 2 Verified Purchase · 7 months ago || 5.0 • Must buy! Review for: Display Size 48.26 mm • Strap Color Jet Black Good Ranjithkumar Maker , Tiruvannamalai Helpful for 3 Verified Purchase · 5 months ago"
itm84bb10a6425b0,"GameSir ""SmartKids 4G/5G Video Calling, GPS Locator, Tw...",5.0,,"₹3,026","User reviews sorted by || 5.0 • Not recommended at all Review for: Display Size 44 mm • Strap Color Blue Ot detecting sim card Mahendra Kumar  Seth , Bengaluru Helpful for 50 6 Verified Purchase · 10 months ago || 5.0 • Super! Review for: Display Size 44 mm • Strap Color Blue Very nice 🙂👍 Barsha  Pun , Bengaluru Helpful for 8 Verified Purchase · 4 months ago || 4.0 • Worthless Review for: Display Size 44 mm • Strap Color Olive green Watch auto switch off and open  Call dropping Shreekant Sharma , Pune Helpful for 5 1 Verified Purchase · 6 months ago || 1.0 • Terrible product Review for: Display Size 44 mm • Strap Color Black very poor battery after 1 month. Not able to track my child as the device always gets switched off and remains offline even if the watch is switched on. Arindam Arang , North Twenty Four Parganas District Helpful for 62 27 Verified Purchase · Apr, 2025"
itmb87acdf5c242f,TECHIO T800 ULTRA Smart Watch No sim card Opetion Smart...,1.0,,₹470,"User reviews sorted by || 1.0 • Did not meet expectations Review for: Display Size 49 mm • Strap Color black Not getting on only..even after doing charging...waste of money... Flipkart Customer , Verna Helpful for 22 5 Verified Purchase · 5 months ago || 2.0 • Moderate Review for: Display Size 49 mm • Strap Color black This product is useless  Becouse,Its bettey do not backup  So Retuen Dilbahar Ray , Bhagalpur Helpful for 1 1 Verified Purchase · 3 days ago"
itm9f20a2a2cd6b3,FRONY T800 ULTRA Smart Watch No sim card Opetion Smartw...,,,₹668,User reviews sorted by
itm87bae85cd16f2,RKLS T800 Ultra Pro Edition smart watch with WiFi GPS S...,1.0,,₹470,"User reviews sorted by || 1.0 • Did not meet expectations Review for: Display Size 45 mm • Strap Color Orange Money waste Flipkart Customer , Chennai Helpful for 5 Verified Purchase · 1 month ago"
itm9d8de444c430b,"Melbon Kids Calling Smart watch With 4G Support, Live L...",5.0,,"₹1,275","User reviews sorted by || 5.0 • Worth every penny Review for: Display Size 36 mm • Strap Color Red Such an accurate GPS tracking, cool color combination for Kids, perfect display and battery backup Ritik Nagpal , New Delhi Helpful for 65 21 Verified Purchase · Aug, 2024 || 4.0 • Really Nice Review for: Display Size 36 mm • Strap Color Black Watch is good but, flash light is not working 😭😭😭😭😭😭😭😭😭😭😭😔😔😔 Flipkart Customer , Hyderabad Helpful for 20 12 Verified Purchase · Oct, 2024 || 5.0 • Awesome Review for: Display Size 36 mm • Strap Color Red Best watch for kids i really like the GPS function in this watch Flipkart Customer , New Delhi Helpful for 63 26 Verified Purchase · Sep, 2024 || 4.0 • Worth the money Review for: Display Size 36 mm • Strap Color Black Good 👍 Sk rakib , Tezpur Helpful for 3 Verified Purchase · Oct, 2024"
itm631c172f29ed6,VINITA TRADERS T800 ULTRA Smart Watch No sim card Opeti...,5.0,,₹473,"User reviews sorted by || 5.0 • Great product Review for: Display Size 50 mm • Strap Color Blue Very good pruduct Bala Krishna , Sarapaka Helpful for 143 39 Verified Purchase · 9 months ago || 5.0 • Must buy! Review for: Display Size 50 mm • Strap Color Blue Good Pradeep Singh , Jaunpur Helpful for 59 19 Verified Purchase · 9 months ago || 5.0 • Simply awesome Review for: Display Size 50 mm • Strap Color Blue Thanks Sandeep Arya , Indore Division Helpful for 24 7 Verified Purchase · 7 months ago || 1.0 • Terrible product Review for: Display Size 50 mm • Strap Color Blue Nothing is working in this watch .it doesn't have playstore and sim future also . Very bad product Hari Electrition , Suryapet Helpful for 32 4 Verified Purchase · 7 months ago"
itm3da0e89765c3b,Yash Enterprises T80 Ultra Pro Edition smart watch with...,1.0,,₹670,"User reviews sorted by || 1.0 • Terrible product Review for: Display Size 49 mm • Strap Color BLACK Watch is not opening I was trying from 3 days Flipkart Customer , Yadadri District Helpful for 2 Verified Purchase · 19 days ago || 1.0 • Absolute rubbish! Review for: Display Size 49 mm • Strap Color BLACK Waste Flipkart Customer , Jadcherla Helpful for 1 1 Verified Purchase · 23 days ago"
itmf33ed7e669200,Yash Enterprises T800 ULTRA 4G Smart Watch Wifi GPS 5G ...,2.0,,₹467,"User reviews sorted by || 2.0 • Expected a better product Review for: Display Size 49 mm • Strap Color Black Don t buy😡 battery down after 2 month !!😡 Thajudeen V P , Kannur Helpful for 6 Verified Purchase · 17 days ago"
itmd5a9829e3423c,jinzs T800 Ultra Honeycomp Edition smart watch with WiF...,5.0,,₹486,"User reviews sorted by || 5.0 • Great product Review for: Display Size 49 mm • Strap Color Orange Good watch Kapil Verma , Haridwar Helpful Verified Purchase · 1 month ago"
itm0c397dde731b1,"Melbon Kids watch GPS, Kids Tracking, Games Torch & 4G ...",1.5,,"₹1,412","Overall Display Design Value for Money Battery & Charging Health & Fitness Tracking || 5.0 • Terrific Review for: Display Size 38 mm • Strap Color Dark Green Such a wonderful kids watch I brought fir my son and he enjoys to use .  Good to use Flipkart Customer , New Delhi Helpful for 19 2 Verified Purchase · Dec, 2023 || 5.0 • Mind-blowing purchase Review for: Display Size 38 mm • Strap Color Dark Green Very good product  nice to use  very  smooth  . Tracking also good  in range Flipkart Customer , New Delhi Helpful for 23 5 Verified Purchase · Dec, 2023 || 1.0 • Waste of money! Review for: Display Size 38 mm • Strap Color Dark Green Such a disaster.. the watch doesn't have any settings to set its time or date. The app is so useless as it can't even add contacts. Really a waste of money... Dhaneesh C.K , Eravattur Helpful for 19 8 Verified Purchase · Nov, 2023 || 5.0 • Highly recommended Review for: Display Size 38 mm • Strap Color Dark Green Such a wonderful product . Happy to use Sameer Khan , New Delhi Helpful for 8 7 Verified Purchase · Dec, 2023"
itm735abc41e069e,Melbon Y08 Kids Smartwatch for Boys & Girls with SIM Ca...,5.0,,"₹3,024","User reviews sorted by || 5.0 • Worth every penny Review for: Display Size 40 mm • Strap Color Black Great Suhas  Gaikwad , Pune Helpful for 12 1 Verified Purchase · 1 month ago || 5.0 • Excellent Review for: Display Size 40 mm • Strap Color Blue This is replaced watch, which is too good.my son is happy. Perfect working. Last i bought in that sim card slot was not working properly, so I replaced with this. Go for it. For child safety. In this... more swati Karode , Valsad Helpful Verified Purchase · 1 day ago"
itm85076732a7ebb,TECHIO T800 Ultra Smartwatch,3.0,,₹467,"User reviews sorted by || 3.0 • Good Review for: Display Size 34 mm • Strap Color ORANGE Good ASAN ALIM , Barpeta Helpful for 20 6 Verified Purchase · 3 months ago || 5.0 • Great product Review for: Display Size 34 mm • Strap Color ORANGE My son like this watch soo much . Thank u flipkart 😊 Volishetty  Ravikumar , Hyderabad Helpful for 20 6 Verified Purchase · 5 months ago || 4.0 • Don't waste your money Review for: Display Size 34 mm • Strap Color ORANGE Bad Flipkart Customer , Kasaragod District Helpful Verified Purchase · 10 days ago || 2.0 • Expected a better product Review for: Display Size 34 mm • Strap Color ORANGE Bad Valdhasu Raju  Valdhasu Raju , Devarakonda Helpful for 2 3 Verified Purchase · 25 days ago"
itm6add55912c496,Satyam TRADERS T800 No sim card Option Smart watch No s...,,,₹473,"Filters CATEGORIES Home Decor Clocks Wall Clocks Price . . . . . . . . Min 300 500 800 1200 1500 3000 to 300 500 800 1200 1500 3000 3000+ ? Brand Customer Ratings 4★ & above 3★ & above 2★ & above 1★ & above Type Dial Shape Height Width Color Dial Color Type Of Clock Frame Material Offers Special Price Availability GST Invoice Available New Arrivals Discount || Home Home Decor Clocks Wall Clocks Flipkart SmartBuy Wall Clocks , CASIO Wall Clocks , circadian Wall Clocks , Kadio Wall Clocks , 7CR Wall Clocks , AJANTA Wall Clocks , Ajanta Wall Clocks , Efinito Wall Clocks , Titan Wall Clocks , Precisio Wall Clocks Showing 1 – 40 of 65 results for "" smartwatch "" Show results for calling smartwatch instead Sort By Relevance Popularity Price -- Low to High Price -- High to Low Newest First || Ujjawal enterprise Analog 25 cm X 25 cm Wall Clock Black, With Glass, Standard ₹239 ₹698 65% off Only few left Ujjawal enterprise Analog 25 cm X 25 cm Wall Clock Black, With Glass, Standard ₹223 ₹698 68% off Only few left Ujjawal enterprise Analog 25 cm X 25 cm Wall Clock Black, With Glass, Standard ₹212 ₹698 69% off Only few left Ujjawal enterprise Analog 25 cm X 25 cm Wall Clock Black, With Glass, Standard ₹247 ₹698 64% off Only few left || Ujjawal enterprise Analog 25 cm X 25 cm Wall Clock Black, With Glass, Standard ₹214 ₹698 69% off Only few left Ujjawal enterprise Analog 25 cm X 25 cm Wall Clock Black, With Glass, Standard ₹223 ₹698 68% off Only few left Ujjawal enterprise Analog 25 cm X 25 cm Wall Clock Black, With Glass, Standard ₹245 ₹698 64% off Only few left Ujjawal enterprise Analog 25 cm X 25 cm Wall Clock Black, With Glass, Standard ₹240 ₹698 65% off Saver Deal || Ujjawal enterprise Analog 25 cm X 25 cm Wall Clock Black, With Glass, Standard ₹245 ₹698 64% off Only few left Ujjawal enterprise Analog 25 cm X 25 cm Wall Clock Black, With Glass, Standard ₹217 ₹698 68% off Only few left Ujjawal enterprise Analog 25 cm X 25 cm Wall Clock Black, With Glass, Standard ₹232 ₹698 66% off Only few left Ujjawal enterprise Analog 25 cm X 25 cm Wall Clock Black, With Glass, Standard ₹225 ₹698 67% off Only few left"
itm2b2fc2b7f454a,TECHIO T800 ULTRA SMART WATCH Smartwatch,5.0,,₹554,"Overall Display Design Value for Money Battery & Charging Health & Fitness Tracking || 5.0 • Must buy! Review for: Display Size 34 mm • Strap Color BLACK Very nice and amazing product in this price. Rahul  Singh , Nawada Helpful for 40 10 Verified Purchase · 6 months ago || 5.0 • Mind-blowing purchase Review for: Display Size 34 mm • Strap Color BLACK So nice ☺️ Anu kumari , Daudnagar Helpful for 9 2 Verified Purchase · 3 months ago || 1.0 • Absolute rubbish! Review for: Display Size 34 mm • Strap Color Orange Low colayti is the chanje Flipkart Customer , Bhagalpur Helpful for 13 3 Verified Purchase · 3 months ago || 4.0 • Really Nice Review for: Display Size 49 mm • Strap Color Orange Nice Seenu Yadav , Nirmal Helpful Verified Purchase · 3 days ago"
itmc76c3169f79a3,PunnkFunnk Kids 4G Smart Watch 2.01'' GPS WiFi Tracker ...,3.0,,"₹3,024","User reviews sorted by || 3.0 • Not good Review for: Display Size 42 mm • Strap Color Blue Feature not working saima chhipa , Ahmedabad Helpful for 1 Verified Purchase · 2 months ago"
itmc4dedd2b9a5be,"PunnkFunnk 2G Flash Kids Boys Girls, With Games, Sos Ca...",5.0,,"₹1,318","User reviews sorted by || 5.0 • Worth every penny Review for: Display Size 35 mm • Strap Color Blue Good 😊 thank you Kabita Malik , Hyderabad Helpful for 3 Verified Purchase · 5 months ago || 1.0 • Absolute rubbish! Review for: Display Size 35 mm • Strap Color Blue It's not worth it, sim card not working. Stop automatically in 02 days. Waste quality Flipkart Customer , Surat Helpful for 64 25 Verified Purchase · Dec, 2023 || 5.0 • Must buy! Review for: Display Size 35 mm • Strap Color Blue Very nice watch. Flipkart Customer , Kolkata Helpful for 2 Verified Purchase · Dec, 2023 || 1.0 • Worthless Review for: Display Size 35 mm • Strap Color Blue Worst watch , Total waste of money. Debashree Dey , Lanka Helpful for 54 27 Verified Purchase · Jan, 2024"
itm0c01b00b6900e,TECHIO T800 Sleek Smartwatch with Activity Tracker – Ca...,,,₹478,User reviews sorted by
itmba9af8067338d,Veritas Enterprises T800 ULTRA Smart Watch No sim card ...,5.0,,₹500,"User reviews sorted by || 5.0 • Simply awesome Review for: Display Size 50 mm • Strap Color ORANGE Good Balram Barman , Katni District Helpful for 20 5 Verified Purchase · 10 months ago || 1.0 • Terrible product Review for: Display Size 50 mm • Strap Color ORANGE Veryyyyy... Bad 😞😔😞😔😞😔😞😔😞😔😞😔😞😔😞😔😞 Flipkart Customer , Kinwat Helpful Verified Purchase · 5 days ago"
itmf5ac579cdf9ea,CLAT 65 W SuperVOOC 6 A Wall Charger for Mobile with De...,5.0,501,₹297,"User reviews sorted by || 5.0 • Perfect product! Review for: Color White • Detachable USB Cable Yes • Dual USB Ports No • Number Of Devices Batteries Charged  1 • Output Current 6 A Faast charging 💕🥰love this charger Shadakshari Shadakshari , Bengaluru Helpful for 14 3 Verified Purchase · Nov, 2024 || 5.0 • Simply awesome Review for: Color White • Detachable USB Cable Yes • Dual USB Ports No • Number Of Devices Batteries Charged  1 • Output Current 6 A Its now good workkng Nasim ... , New Delhi Helpful for 6 1 Verified Purchase · Jan, 2025 || 5.0 • Must buy! Review for: Color White • Detachable USB Cable Yes • Dual USB Ports No • Number Of Devices Batteries Charged  1 • Output Current 6 A It was pleasant experience nice 👍🏿 product shashikumar Tv , Bangalore Division Helpful for 3 Verified Purchase · Apr, 2025 || 3.0 • Decent product Review for: Color White • Detachable USB Cable Yes • Dual USB Ports No • Number Of Devices Batteries Charged  1 • Output Current 6 A Not fast charging Rajanish Kumar  Verma , Majuli District Helpful for 2 Verified Purchase · Mar, 2025"
itm2c32700797d6a,SB 65 W SuperVOOC 6 A Wall Charger for Mobile with Deta...,3.0,"8,433",₹300,"User reviews sorted by || 3.0 • Nice Review for: Color White • Detachable USB Cable Yes • Dual USB Ports No • Number Of Devices Batteries Charged  1 • Output Current 6 A It is not fast charging Flipkart Customer , Banda District Helpful for 92 34 Verified Purchase · May, 2024 || 4.0 • Very Good Review for: Color White • Detachable USB Cable Yes • Dual USB Ports No • Number Of Devices Batteries Charged  1 • Output Current 6 A Nice product...🥰 Thank you Filpkart...😘 Flipkart Customer , Uluberia Helpful for 27 14 Verified Purchase · May, 2024 || 3.0 • Does the job Review for: Color White • Detachable USB Cable Yes • Dual USB Ports No • Number Of Devices Batteries Charged  1 • Output Current 6 A Dont bay this items   it's  not fast  and good charger  it's  a  very  bad products     waste of  my money Flipkart Customer , Ysr District Helpful for 6 1 Verified Purchase · 6 months ago || 5.0 • Must buy! Review for: Color White • Detachable USB Cable Yes • Dual USB Ports No • Number Of Devices Batteries Charged  1 • Output Current 6 A Very nice and good quality product. Safia Khan , Malerkotla Helpful for 4 Verified Purchase · Jul, 2025"
itm7040b1513a082,Mad Gorrillah 65 W SuperVOOC 6 A Wall Charger for Mobil...,5.0,34,₹261,"User reviews sorted by || 5.0 • Must buy! Review for: Color Red, White • Detachable USB Cable Yes • Dual USB Ports No • Number Of Devices Batteries Charged  1 • Output Current 6 A It is excellent product. Super fast charging it supported. No over heating issue notice since I am using this charger. Cable looks strong as it is made from very good material. Aashish Gauba , New Delhi Helpful for 3 Verified Purchase · 8 months ago || 1.0 • Don't waste your money Review for: Color Red, White • Detachable USB Cable Yes • Dual USB Ports No • Number Of Devices Batteries Charged  1 • Output Current 6 A Charging speed slow Amar Singh , Patna Helpful Verified Purchase · 29 days ago || 1.0 • Fabulous! Review for: Color Red, White • Detachable USB Cable Yes • Dual USB Ports No • Number Of Devices Batteries Charged  1 • Output Current 6 A Awesome product Flipkart Customer , Maldah District Helpful Verified Purchase · 8 months ago || 5.0 • Mind-blowing purchase Review for: Color Red, White • Detachable USB Cable Yes • Dual USB Ports No • Number Of Devices Batteries Charged  1 • Output Current 6 A Nice charger thank you MadGorrillah it works better than my old Samsung charger Gautam Kohli , Surat Helpful Verified Purchase · 8 months ago"
itm1b8f647627fe8,MAK 65 W SuperVOOC 3.1 A Wall Charger for Mobile with D...,3.1,258,₹341,"User reviews sorted by || 5.0 • Perfect product! Review for: Color Red • Detachable USB Cable Yes • Dual USB Ports No • Number Of Devices Batteries Charged  1 • Output Current 3.1 A Good Flipkart Customer , Isnapur Helpful for 4 Verified Purchase · 11 months ago || 5.0 • Terrific Review for: Color Red • Detachable USB Cable Yes • Dual USB Ports No • Number Of Devices Batteries Charged  1 • Output Current 3.1 A Good prodact Flipkart Customer , Kozhikode Helpful for 1 Verified Purchase · 11 months ago || 3.0 • Just okay Review for: Color Red • Detachable USB Cable Yes • Dual USB Ports No • Number Of Devices Batteries Charged  1 • Output Current 3.1 A Okay best Prakash singh Negi , Dehradun Helpful Verified Purchase · 6 days ago || 1.0 • Worst experience ever! Review for: Color Red • Detachable USB Cable Yes • Dual USB Ports No • Number Of Devices Batteries Charged  1 • Output Current 3.1 A Very bad product not good Flipkart Customer , Chirang Helpful Verified Purchase · 7 days ago"
